rmse_train, rmse_test, rank
0.921111222453, 0.942685332793, 1
0.876630887996, 0.919503481829, 2
0.84948283069, 0.918393781748, 3
0.829100935603, 0.920294303335, 4
0.809872524253, 0.923582974048, 5
0.791964788084, 0.924014561599, 6
0.775398388165, 0.93115614759, 7
0.761731673592, 0.936367994688, 8
0.747035599695, 0.938934272237, 9
0.737294500674, 0.948945643422, 10
