rmse_train, rmse_test, rank
0.921944764708, 0.943542398115, 1
0.87457366525, 0.919446734295, 2
0.853979713109, 0.923071596149, 3
0.829217330575, 0.918474539265, 4
0.812184406214, 0.924263269442, 5
0.791297625146, 0.926799121832, 6
0.776392834781, 0.929590036315, 7
0.76484920426, 0.941630057953, 8
0.748666071579, 0.943844526133, 9
0.738470565746, 0.951716425196, 10
