rmse_train, rmse_test, rank
0.827755301862, 0.847464234795, 1
0.782643869561, 0.823350443219, 2
0.760630375016, 0.821725020702, 3
0.740303077672, 0.824623756505, 4
0.723664317942, 0.82685973652, 5
0.709851729939, 0.830131792508, 6
0.693973969396, 0.831657190259, 7
0.68147489326, 0.83876905197, 8
0.670553339129, 0.845521544211, 9
0.660473813707, 0.851421312781, 10
