rmse_train, rmse_test, rank
0.827701838063, 0.847440971166, 1
0.78299269839, 0.82389882756, 2
0.760586933521, 0.823136605958, 3
0.740704052749, 0.822643946256, 4
0.724423703353, 0.82639475379, 5
0.709540825481, 0.829021229737, 6
0.695657053784, 0.83590459539, 7
0.682922400427, 0.841142369912, 8
0.669745664083, 0.843540943735, 9
0.659166578616, 0.849978475486, 10
