rmse_train, rmse_test, rank
0.922202398265, 0.944230062313, 1
0.876053057402, 0.918238844534, 2
0.851130819669, 0.91971043587, 3
0.831750127202, 0.923318710537, 4
0.810599897557, 0.922279535886, 5
0.795135463519, 0.929390257948, 6
0.777073793218, 0.934257375196, 7
0.762862120862, 0.940210965179, 8
0.749110162102, 0.943775445062, 9
0.734670214544, 0.947922939497, 10
