rmse_train, rmse_test, rank
0.799629985122, 0.820153757004, 1
0.754509304382, 0.796902983377, 2
0.73265488468, 0.79771139815, 3
0.714796073915, 0.801626603684, 4
0.697171171794, 0.805843851204, 5
0.682765723562, 0.811030802403, 6
0.667501484734, 0.811060685123, 7
0.655205513527, 0.818512465742, 8
0.642002232601, 0.822251254117, 9
0.632428136949, 0.829946390373, 10
