rmse_train, rmse_test, rank
0.920986932222, 0.943457706268, 1
0.876230442153, 0.919995690606, 2
0.849794249065, 0.91738840181, 3
0.83147010351, 0.923589443708, 4
0.807902703143, 0.921027098242, 5
0.793424705131, 0.926711251212, 6
0.777038388297, 0.931719863271, 7
0.762080117885, 0.934480980493, 8
0.74852548392, 0.940598618344, 9
0.738893605686, 0.950857062554, 10
